start,end,strand,gene_id,description
2104943,2105770,-1,BAA18492,N utilization substance protein B
2105813,2107645,1,BAA18493,
2107664,2110159,-1,BAA18494,primosomal protein N'
2110166,2110579,-1,BAA18495,
2110697,2111104,-1,BAA18496,
2111141,2115877,-1,BAA18497,
2116083,2117321,-1,BAA18498,
2117309,2118214,-1,BAA18499,
2118198,2119388,-1,BAA18500,
2119301,2120020,-1,BAA18501,
2120067,2121146,-1,BAA18502,delta-6 desaturase
2121641,2123347,-1,BAA18503,potassium channel
2123646,2123996,1,BAA18504,
2124296,2124973,1,BAA18505,
2124966,2126246,1,BAA18506,
2126243,2127589,-1,BAA18507,hemolysin
2127879,2128127,1,BAA18508,30S ribosomal protein S16
2128168,2128524,1,BAA18509,
2128767,2130941,1,BAA18510,glutamate--ammonia ligase
2131105,2131539,1,BAA18511,
2131616,2132098,-1,BAA18512,cytochrome c550
2132257,2132457,-1,BAA18513,
2132796,2133545,1,BAA18514,
2133549,2134022,-1,BAA18515,
2134202,2137153,1,BAA18516,P protein of glycine cleavage complex
2137259,2137738,1,BAA18517,
2137686,2138081,1,BAA18518,
2138074,2138439,1,BAA18519,
2138723,2139142,-1,BAA18520,
2139271,2140395,1,BAA18521,phosphoglycerate kinase
2140664,2141593,1,BAA18522,transcriptional activator protein; NtcB
2141613,2144246,-1,BAA18523,alanyl-tRNA synthetase
2144427,2144897,-1,BAA18524,
2144979,2145812,-1,BAA18525,
2146000,2146467,-1,BAA18526,
2146801,2147376,1,BAA18527,
2147548,2148033,1,BAA18528,
2148253,2149233,1,BAA18529,ycf39 gene product
2149333,2150250,1,BAA18530,
2150247,2151401,1,BAA18531,spermidine/putrescine-binding periplasmic protein
2151606,2152190,1,BAA18532,
2152291,2152548,-1,BAA18533,nitrogen regulatory protein P-II
2152932,2153933,1,BAA18534,
2154205,2154498,1,BAA18535,
2154516,2155172,-1,BAA18536,5'-phosphoribosyl anthranilate isomerase
2155273,2156265,-1,BAA18537,
2156497,2156961,-1,BAA18538,
2157442,2158470,1,BAA18539,dihydroorotase
2158543,2159355,1,BAA18540,
2159620,2172219,1,BAA18541,
2172365,2173099,1,BAA18542,
2173197,2176772,1,BAA18543,beta transducin-like protein
2177115,2177903,1,BAA18544,
2177900,2178310,1,BAA18545,
2178325,2178837,1,BAA18546,
2178627,2179505,1,BAA18547,
2179459,2180019,1,BAA18548,ferredoxin
2180073,2180543,1,BAA18549,
2180577,2180888,1,BAA18550,ferredoxin
2181013,2181975,1,BAA18551,
2182063,2183958,1,BAA18552,serine/threonine protein kinase
2184030,2185784,-1,BAA18553,
2185870,2188077,-1,BAA18554,
2188230,2190236,-1,BAA18555,
2190933,2192051,-1,BAA18556,high-affinity branched-chain amino acid transport protein; BraE
2192133,2192681,-1,BAA18557,ribosome releasing factor
2192668,2193450,-1,BAA18558,uridine monophosphate kinase
2193591,2193812,-1,BAA18559,
2194405,2197101,1,BAA18560,ClpB protein
2197132,2197620,1,BAA18561,
2197732,2200959,-1,BAA18562,cation or drug efflux system protein
2201147,2202550,-1,BAA18563,
2202944,2204053,1,BAA18564,twitching motility protein
2204157,2204654,1,BAA18565,general secretion pathway protein F
2204476,2205372,1,BAA18566,pilin biogenesis protein
2205774,2206451,1,BAA18567,ATP-dependent Clp protease proteolytic subunit
2206551,2207159,1,BAA18568,ATP-dependent Clp protease proteolytic subunit
2207370,2208695,-1,BAA18569,aminopeptidase P
2208778,2209758,-1,BAA18570,
2209703,2209939,-1,BAA18571,
2210451,2210705,1,BAA18572,transposase
2210626,2210928,1,BAA18573,transposase
2211283,2212479,1,BAA18574,
2212505,2213707,1,BAA18575,D-alanyl-D-alanine carboxypeptidase
2213707,2214735,1,BAA18576,CbiB protein
2214685,2215551,-1,BAA18577,peptide chain release factor
2216476,2219175,-1,BAA18578,chloride channel protein
2219122,2219793,1,BAA18579,
2219741,2220961,1,BAA18580,
2221047,2221631,1,BAA18581,
2221648,2222199,1,BAA18582,
2222316,2222876,1,BAA18583,
2222898,2223815,1,BAA18584,
2223873,2224568,1,BAA18585,
2224789,2225112,-1,BAA18586,
2225278,2225709,-1,BAA18587,
2225766,2226530,-1,BAA18588,transposase
2226619,2227404,-1,BAA18589,transposase
2227829,2228377,1,BAA18590,"dTDP-4-dehydrorhamnose 3,5-epimerase"
2228445,2230328,-1,BAA18591,
2230487,2231515,1,BAA18592,"pyruvate dehydrogenase E1 component, alpha subunit"
2231639,2233036,1,BAA18593,
2233037,2233864,-1,BAA18594,exodeoxyribonuclease III
2233809,2234273,-1,BAA18595,
2234304,2234753,-1,BAA18596,nucleoside diphosphate kinase
2235072,2235458,-1,BAA18597,
2235561,2235920,1,BAA18598,transposase
2235914,2236408,1,BAA18599,transposase
2236419,2237054,-1,BAA18600,
2237134,2238189,1,BAA18601,
2238277,2238954,-1,BAA18602,
2239239,2241248,1,BAA18603,
2241340,2242788,1,BAA18604,
2242886,2243137,1,BAA18605,
2243250,2243729,-1,BAA18606,
2243851,2245368,1,BAA18607,
2245407,2245583,1,BAA18608,
2245636,2246631,1,BAA18609,dolichol phosphate mannose synthase
2246867,2248483,1,BAA18610,
2248578,2250176,1,BAA18611,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
2250241,2250474,1,BAA18612,
2250711,2251496,1,BAA18613,
2251657,2252958,-1,BAA18614,dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex
2253169,2253807,1,BAA18615,
2254112,2256454,1,BAA18616,cation-transporting ATPase; E1-E2 ATPase
2256697,2257170,1,BAA18617,
2257203,2257964,1,BAA18618,
2258074,2259243,1,BAA18619,
2259402,2259863,1,BAA18620,
2260429,2262576,1,BAA18621,lipoprotein; NlpD
2262805,2263380,-1,BAA18622,light repressed protein
2263827,2264510,1,BAA18623,LipB protein
2264491,2264781,-1,BAA18624,
2265213,2266646,-1,BAA18625,glycogen synthase
2266850,2267344,-1,BAA10018,
2267490,2269085,1,BAA10019,
2269126,2270163,-1,BAA10020,RNA polymerase sigma factor
2270624,2271571,1,BAA10021,GTP-binding protein Era
2271581,2274868,1,BAA10022,CheA like protein
2274868,2277996,1,BAA10023,alpha-mannosidase
2277989,2278873,1,BAA10024,OppC in a binding protein-dependent transport system
2278921,2279406,1,BAA10025,
2279497,2280006,-1,BAA10026,
2280267,2280947,-1,BAA10027,riboflavin synthase alpha chain
2280998,2281441,1,BAA10028,
2281509,2283182,1,BAA10029,iron utilization protein
2283232,2283705,1,BAA10030,low molecular weight phosphotyrosine protein phosphatase
2283794,2284777,1,BAA10031,xylose repressor
2284791,2285423,-1,BAA10032,
2285410,2285997,-1,BAA10033,
2286186,2286746,-1,BAA10034,unidentified open reading frame
2286798,2287067,-1,BAA10035,response regulator like protein
2287334,2287579,-1,BAA10036,photosystem I subunit VII
2287948,2289525,1,BAA10037,NADH dehydrogenase subunit 4
2289704,2290024,1,BAA10038,
2290089,2290421,1,BAA10039,
2290705,2290959,1,BAA10040,
2291091,2291897,-1,BAA10041,
2292188,2294878,1,BAA10042,phycobilisome LCM core-membrane linker polypeptide
2295152,2297341,1,BAA10043,
2297368,2298570,-1,BAA10044,
2298606,2299118,-1,BAA10045,
2299347,2300441,1,BAA10046,
2300515,2302446,1,BAA10047,
2302638,2303279,1,BAA10048,
2303507,2304034,1,BAA10049,ycf37 gene product
2304094,2304561,1,BAA10050,IMP dehydrogenase
2304558,2305886,-1,BAA10051,
2305907,2306410,-1,BAA10052,
2306600,2306800,-1,BAA10053,
2306850,2308472,-1,BAA10054,putative; ORF1
2308517,2309371,-1,BAA10055,
2309413,2310471,-1,BAA10056,virginiamycin B hydrolase; Vgb
2310533,2310991,-1,BAA10057,
2311377,2312495,-1,BAA10058,aminomethyltransferase
2312664,2314574,-1,BAA10059,DnaK protein
2314780,2316924,-1,BAA10060,
2317112,2317447,-1,BAA10061,
2317536,2318030,-1,BAA10062,
2318011,2319627,-1,BAA10063,uroporphyrin-III synthase
2319555,2324636,-1,BAA10064,beta transducin-like protein
2325045,2325629,-1,BAA10065,
2325864,2326937,1,BAA10066,
2327013,2328029,1,BAA10067,transposase
2328393,2328695,-1,BAA10068,transposase
2328616,2328870,-1,BAA10069,transposase
2329337,2330119,1,BAA10070,
2330147,2330359,-1,BAA10071,
2330788,2331462,-1,BAA10072,
2331505,2333817,-1,BAA10073,"1,4-alpha-glucan branching enzyme"
2334042,2334812,-1,BAA10074,
2334877,2335503,-1,BAA10075,
2335706,2336326,1,BAA10076,
2336427,2337023,1,BAA10077,uridine 5'-monophosphate synthase
2337062,2338450,-1,BAA10078,
2338636,2340237,1,BAA10079,2-isopropylmalate synthase
2340322,2344056,1,BAA10080,
2344152,2345759,1,BAA10081,
2345797,2346546,1,BAA10082,
2346573,2347127,1,BAA10083,
2347500,2349911,-1,BAA10084,
2350140,2350256,-1,BAA10085,photosystem II PsbI protein
2350372,2350983,1,BAA10086,
2351323,2360412,1,BAA10087,
2360457,2365685,1,BAA10088,
2365930,2369181,1,BAA10089,cation or drug efflux system protein
2369282,2370646,1,BAA10090,succinate-semialdehyde dehydrogenase (NADP+)
2370818,2372110,-1,BAA10091,regulation of the phosphate regulon
2372249,2373229,-1,BAA10092,acetyl-CoA carboxylase beta subunit
2373343,2374788,-1,BAA10093,
2375068,2375448,1,BAA10094,
2375539,2377044,1,BAA10095,cell division cycle protein
2377177,2377527,1,BAA10096,
2377709,2378938,1,BAA10097,
2378981,2381095,1,BAA10098,7-beta-(4-carbaxybutanamido)cephalosporanic acid acylase
2381041,2381751,1,BAA10099,
2381748,2383127,1,BAA10100,
2383241,2383636,1,BAA10101,
2383949,2384728,-1,BAA10102,3-ketoacyl-acyl carrier protein reductase
2385351,2385911,1,BAA10103,
2385939,2387168,1,BAA10104,
2387424,2388872,-1,BAA10105,6-phosphogluconate dehydrogenase
2389062,2389481,-1,BAA10106,
2389481,2389900,-1,BAA10107,
2390216,2391454,1,BAA10108,
2391547,2392707,1,BAA10109,NifS protein
2392729,2393403,1,BAA10110,
2393493,2394107,1,BAA10111,
2394232,2394552,1,BAA10112,
2394536,2394871,1,BAA10113,
2395103,2396629,1,BAA10114,protochlorophyllide reductase ChlB subunit
2396761,2397441,1,BAA10115,
2397478,2399118,-1,BAA10116,
2399210,2400616,-1,BAA10117,glucose transport protein
2400914,2402332,1,BAA10118,protein-export membrane protein; SecD
2402393,2403340,1,BAA10119,protein-export membrane protein; SecF
2403473,2404507,1,BAA10120,UDP-3-o-[3-hydroxymyristoyl] glucosamine n-acyltransferase
2404615,2404968,-1,BAA10121,50S ribosomal protein L20
2405109,2405312,-1,BAA10122,50S ribosomal protein L35
2405409,2406140,-1,BAA10123,RadC protein
2406130,2406966,-1,BAA10124,
2407565,2408686,-1,BAA10125,high-affinity branched-chain amino acid transport ATP-binding protein
2408869,2409228,-1,BAA10126,
2409194,2409544,-1,BAA10127,
2409572,2409931,-1,BAA10128,
2410030,2410914,-1,BAA10129,Ycf38
2411067,2412110,-1,BAA10130,ABC transporter
2412178,2412798,1,BAA10131,
2412826,2414313,-1,BAA10132,amidophosphoribosyltransferase
2414584,2414679,1,BAA10133,photosystem II PsbT protein
2414833,2415318,1,BAA10134,
2415410,2416018,-1,BAA10135,
2416091,2416693,-1,BAA10136,thiol-specific antioxidant protein
2416806,2417207,-1,BAA10137,
2417266,2417466,-1,BAA10138,ycf33 gene product
2417577,2418461,-1,BAA10139,methylenetetrahydrofolate dehydrogenase /methenyltetrahydrofolate cyclohydrolase
2418535,2419398,-1,BAA10140,
2419385,2419894,-1,BAA10141,
2420030,2421445,1,BAA10142,amine oxidase
2421536,2422687,-1,BAA10143,sensory transduction histidine kinase
2422833,2423432,-1,BAA10144,
2423621,2424349,1,BAA10145,triosephosphate isomerase
2424368,2425390,1,BAA10146,
2425387,2426343,1,BAA10147,
2426297,2427787,-1,BAA10148,
2428010,2428678,1,BAA10149,cytochrome b6
2428809,2429291,1,BAA10150,cytochrome b6-f complex subunit 4
2429543,2430964,1,BAA10151,mannosyl transferase
2431092,2431499,1,BAA10152,
2431704,2432438,1,BAA10153,ribonuclease III
2432459,2434762,-1,BAA10154,transcriptional regulatory protein; HypF
2434808,2436304,-1,BAA10155,
2436443,2437228,1,BAA10156,
2437235,2437888,-1,BAA10157,ribonuclease D
2437922,2438815,-1,BAA10158,
2439092,2440312,1,BAA10159,
2440295,2440933,-1,BAA10160,
2441098,2441883,1,BAA10161,transposase
2442058,2443308,1,BAA10162,
2443461,2443859,-1,BAA10163,transposase
2443999,2444847,1,BAA10164,transposase
2444743,2445426,-1,BAA10165,transposase
2445550,2445915,1,BAA10166,
2446395,2447339,-1,BAA10167,
2447491,2448123,1,BAA10168,ABC transporter
2448222,2448404,-1,BAA10169,30S ribosomal protein S21
2454087,2455082,1,BAA10170,
2455121,2455711,1,BAA10171,
2455755,2456768,-1,BAA10172,OppB in a binding protein-dependent transport system
2456935,2458278,1,BAA10173,histidyl-tRNA synthetase
2458253,2459377,1,BAA10174,
2459374,2460282,-1,BAA10175,
2460360,2461058,-1,BAA10176,
2461358,2462179,-1,BAA10177,
2462212,2463555,-1,BAA10178,
2463555,2464304,-1,BAA10179,
2464527,2465009,1,BAA10180,
2465076,2466326,-1,BAA10181,
2466407,2468872,-1,BAA10182,ATP-dependent Clp protease regulatory subunit
2469245,2470429,-1,BAA10183,
2470591,2471670,-1,BAA10184,"fructose-1,6-bisphosphate aldolase"
2471954,2473189,-1,BAA10185,"glutamate-1-semialdehyde 2,1-aminomutase"
2473645,2474796,-1,BAA10186,membrane-bound lytic transglycosylase A
2475195,2475848,1,BAA10187,
2476020,2476781,1,BAA10188,
2476853,2478136,1,BAA10189,carboxyl-terminal processing protease
2478414,2479826,1,BAA10190,ribulose bisphosphate carboxylase large subunit
2480028,2480444,1,BAA10191,unknown function
2480477,2480818,1,BAA10192,ribulose bisphosphate carboxylase small subunit
2481361,2481888,1,BAA10193,
2481984,2482688,1,BAA10194,Mg2+ transport ATPase
2482743,2483528,-1,BAA10195,transposase
2483643,2484827,1,BAA10196,lipid A disaccharide synthase
2484890,2485183,-1,BAA10197,ferredoxin
2485646,2486194,1,BAA10198,
2486607,2487923,1,BAA10199,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2488028,2489428,1,BAA10200,fumarase
2489484,2489864,-1,BAA10201,
2490326,2493004,1,BAA10202,
2493033,2493542,-1,BAA10203,
2493578,2494153,-1,BAA10204,
2494205,2495389,-1,BAA10205,aspartate aminotransferase
2495493,2497538,-1,BAA10206,ABC1-like
2497726,2500221,1,BAA10207,DNA recombinase
2500322,2501155,1,BAA10208,protease IV
2501221,2503878,-1,BAA10209,penicillin-binding protein 1A
2504415,2506043,1,BAA10210,GMP synthetase
2506131,2507405,1,BAA10211,cytosine-specific methyltransferase
2507382,2508362,-1,BAA10212,
2508477,2509034,1,BAA10213,cobinamide kinase/cobinamide phosphate guanylyltransferase
2509162,2509584,1,BAA10214,
2509823,2510014,1,BAA10215,
2510273,2511295,-1,BAA10216,
2511514,2512209,-1,BAA10217,
2512467,2513648,-1,BAA10218,glucose-1-phosphate thymidylyltransferase
2513806,2515974,1,BAA10219,glycyl-tRNA synthetase beta chain
2516150,2516527,-1,BAA10220,
2516814,2518184,-1,BAA10221,glucose inhibited division protein A
2518321,2521857,1,BAA10222,hybrid sensory kinase
2521830,2523737,-1,BAA10223,glucose inhibited division protein A
2523867,2524562,1,BAA10224,
2524573,2525067,-1,BAA10225,transposase
2525061,2525420,-1,BAA10226,transposase
2525827,2526207,-1,BAA10227,plastocyanin
2526633,2528081,1,BAA10228,
2528160,2528735,-1,BAA10229,
2529009,2530892,1,BAA10230,cell division protein; FtsH
2530968,2531612,-1,BAA10231,ATP-dependent proteinase; BsgA
2531666,2532430,-1,BAA10232,
2532823,2533695,1,BAA10233,3-hydroxyisobutyrate dehydrogenase
2534106,2534954,1,BAA10234,transposase
2534997,2535455,1,BAA10235,
2535487,2536758,-1,BAA10236,
2536824,2537480,1,BAA10237,
2537521,2537838,1,BAA10238,thioredoxin M
2537896,2538807,-1,BAA10239,
2539000,2540658,-1,BAA10240,60kD chaperonin 2
2540821,2541885,-1,BAA10241,ABC transporter
2541864,2542724,-1,BAA10242,
2542935,2543687,1,BAA10243,
2543725,2544018,-1,BAA10244,
2544024,2544323,-1,BAA10245,
2544374,2544997,-1,BAA10246,
2545122,2546381,-1,BAA10247,
2546527,2547027,-1,BAA10248,
2547067,2548029,-1,BAA10249,
2548133,2549341,-1,BAA10250,
2549388,2549951,1,BAA10251,elongation factor P
2550059,2550523,1,BAA10252,biotin carboxyl carrier protein of acetyl-CoA carboxylase
2550753,2551646,1,BAA10253,carbon dioxide concentrating mechanism protein; CcmK
2551682,2552167,-1,BAA10254,
2552177,2552962,-1,BAA10255,
2553961,2555439,-1,BAA10256,glycolate oxidase subunit; GlcD
2555593,2555916,1,BAA10257,
2556081,2556503,-1,BAA10258,
2556814,2558319,1,BAA10259,
2558423,2558617,-1,BAA10260,transposase
2558820,2559989,-1,BAA10261,aspartate aminotransferase
2560112,2561305,-1,BAA10262,citrate synthase
2561499,2561993,-1,BAA10263,
2562056,2562859,1,BAA10264,
2562953,2564149,1,BAA10265,
2564175,2564390,1,BAA10266,
2564465,2565445,1,BAA10267,
2565427,2566110,-1,BAA10268,
2566142,2567143,-1,BAA10269,
2567237,2568091,-1,BAA10270,phosphoribosylglycinamide formyltransferase
2568182,2568973,1,BAA10271,carbonic anhydrase
2568975,2569745,-1,BAA10272,
2569772,2573491,-1,BAA10273,
2573649,2574203,-1,BAA10274,glutathione S-transferase
2574297,2575244,-1,BAA10275,
2575344,2575910,-1,BAA10276,acetolactate synthase
2576092,2576280,1,BAA10277,
2576285,2576824,1,BAA10278,
2576889,2577416,1,BAA10279,diacylglycerol kinase
2577552,2578043,1,BAA10280,anthranilate synthase component II
2578187,2579161,1,BAA10281,chlorophyll a synthase
2579308,2580135,-1,BAA10282,
2580710,2581897,-1,BAA10283,
2581944,2582393,-1,BAA10284,
2582441,2582869,1,BAA10285,
2583030,2583335,1,BAA10286,
2583410,2584519,1,BAA10287,
2584793,2585458,1,BAA10288,
2585489,2586523,-1,BAA10289,
2586572,2588650,-1,BAA10290,DnaK protein
2588884,2589633,-1,BAA10291,heat shock protein; GrpE
2589851,2591869,1,BAA10292,general secretion pathway protein E
2591953,2593107,1,BAA10293,
2593329,2593967,1,BAA10294,
2594055,2595161,1,BAA10295,riboflavin biosynthesis protein
2595280,2596566,-1,BAA10296,processing protease
2596787,2597848,1,BAA10297,put. ATPase
2597851,2599197,-1,BAA10298,biotin carboxylase
2599315,2599974,1,BAA10299,
2600012,2600491,-1,BAA10300,
2600705,2601697,1,BAA10301,methionyl-tRNA formyltransferase
2601733,2602536,1,BAA10302,conserved component of ABC transporter for natural amino acids
2602472,2603782,1,BAA10303,
2603947,2604555,1,BAA10304,30S ribosomal protein S4
2604794,2605894,-1,BAA10305,
2606095,2607357,-1,BAA10306,gamma-glutamyl phosphate reductase
2607812,2610058,1,BAA10307,phytochrome
2610073,2610516,1,BAA10308,CheY subfamily
2610706,2612715,-1,BAA10309,excinuclease ABC subunit B
2612907,2613317,1,BAA10310,
2613481,2613600,-1,BAA10311,photosystem II PsbX protein
2613717,2614370,1,BAA10312,phosphoribosylglycinamide formyltransferase
2614367,2615089,1,BAA10313,
2615100,2616599,1,BAA10314,
2616624,2617382,1,BAA10315,
2617440,2617889,1,BAA10316,
2618067,2620094,1,BAA10317,sensory transduction histidine kinase
2620171,2620662,1,BAA10318,
2620798,2622399,1,BAA10319,
2622526,2622981,1,BAA10320,
2622968,2623402,1,BAA10321,
2623414,2624907,1,BAA10322,O-succinylbenzoic acid--CoA ligase
2625095,2625481,1,BAA10323,phosphomannose isomerase
2625478,2626479,-1,BAA10324,
2626573,2627874,-1,BAA10325,homoserine dehydrogenase
2628002,2628742,1,BAA10326,lipopeptide antibiotics iturin a biosynthesis protein
2628783,2629112,1,BAA10327,
2629271,2630266,-1,BAA10328,phenylalanyl-tRNA synthetase alpha chain
2630469,2631071,-1,BAA10329,
2631207,2631608,-1,BAA10330,virulence associated protein C
2631611,2631868,-1,BAA10331,
2632124,2633509,-1,BAA10332,Na/H+ antiporter
2633852,2634655,-1,BAA10333,
2634660,2635217,-1,BAA10334,
2635219,2636046,-1,BAA10335,
2636236,2636724,-1,BAA10336,
2636828,2637628,-1,BAA10337,phosphate transport ATP-binding protein; PstB
2637743,2638552,-1,BAA10338,phosphate transport ATP-binding protein; PstB
2638578,2639441,-1,BAA10339,phosphate transport system permease protein; PstA
2639627,2640580,-1,BAA10340,phosphate transport system permease protein; PstC
2640662,2641813,-1,BAA10341,phosphate-binding periplasmic protein precursor
2642135,2643145,-1,BAA10342,SphX protein precursor
2643403,2644569,1,BAA10343,
2644795,2645097,1,BAA10344,30S ribosomal protein S14
2645271,2646074,-1,BAA10345,chloroplast membrane-associated 30 kD protein
2646623,2647282,1,BAA10346,
2647386,2650184,-1,BAA10347,preprotein translocase SecA subunit
2650377,2650997,-1,BAA10348,transmembrane protein FT27
2651440,2651838,-1,BAA10349,
2651866,2652951,-1,BAA10350,Holliday junction DNA helicase; RuvB
2653153,2655123,1,BAA10351,ThiG protein
2655459,2656037,1,BAA10352,
2656139,2657077,1,BAA10353,
2657148,2657594,-1,BAA10354,
2657850,2658632,1,BAA10355,
2659080,2659865,1,BAA10356,
2659905,2660804,1,BAA10357,glycyl-tRNA synthetase alpha chain
2660854,2661744,1,BAA10358,
2661959,2663284,1,BAA10359,sensory transduction histidine kinase
2663366,2663731,-1,BAA10360,
2663686,2664000,-1,BAA10361,
2664403,2665887,1,BAA10362,integral membrane protein
2666040,2667521,1,BAA10363,
2667542,2668972,-1,BAA10364,
2669089,2670156,1,BAA10365,
2670115,2671902,-1,BAA10366,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
2671895,2673970,-1,BAA10367,
2674101,2674721,1,BAA10368,
2674736,2676196,1,BAA10369,penicillin-binding protein 4
2676937,2677755,-1,BAA10370,
2678140,2679738,1,BAA10371,methionyl-tRNA synthetase
2679884,2680489,1,BAA10372,
2680550,2681872,-1,BAA10373,dGTP triphosphohydrolase
2681894,2682547,-1,BAA10374,
2682552,2683226,-1,BAA10375,OmpR subfamily
2683443,2684081,-1,BAA10376,
2684198,2684824,-1,BAA10377,
2684959,2687055,1,BAA10378,Na(+)/H(+) antiporter
2687109,2687549,1,BAA10379,
2687952,2690534,1,BAA10380,DNA gyrase A subunit
2690534,2691445,1,BAA10381,
2691528,2692382,-1,BAA10382,ABC transporter
2692304,2693077,-1,BAA10383,
2693080,2693724,-1,BAA10384,CbiM protein
2693725,2694255,-1,BAA10385,
2694261,2695145,-1,BAA10386,
2695620,2695775,1,BAA10387,
2696125,2696406,-1,BAA10388,
2696549,2696836,1,BAA10389,
2697151,2698248,-1,BAA10390,mannosyl transferase
2698258,2699145,-1,BAA10391,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine o-acyltransferase
2699172,2699855,1,BAA10392,
2700069,2700818,1,BAA10393,
2700944,2701735,-1,BAA10394,uroporphyrin-III C-methyltransferase
2701931,2705530,-1,BAA10395,transcription-repair coupling factor
2705678,2705983,-1,BAA10396,
2706733,2707698,1,BAA10397,rare lipoprotein A
2708257,2709006,-1,BAA10398,high-affinity branched-chain amino acid transport ATP-binding protein
2709084,2710385,-1,BAA10399,gamma-glutamyl phosphate reductase
2710511,2711107,-1,BAA10400,
2711419,2711637,-1,BAA10401,
2711740,2713305,-1,BAA10402,
2713371,2716688,-1,BAA10403,"carbamoyl-phosphate synthase, pyrimidine-specific, large chain"
2716735,2717163,-1,BAA10404,
2717177,2717713,-1,BAA10405,pyrimidine operon regulatory protein; PyrR
2718050,2718754,1,BAA10406,GTP cyclohydrolase I
2718963,2720213,1,BAA10407,
2720250,2720702,-1,BAA10408,
2720729,2722234,-1,BAA10409,
2722431,2724038,1,BAA10410,amidase enhancer
2724075,2724419,1,BAA10411,
2724648,2725103,1,BAA10412,RNA-binding protein
2725326,2726033,1,BAA10413,ribose 5-phosphate isomerase
2726089,2726640,1,BAA10414,
2726676,2727059,1,BAA10415,
2727047,2728708,1,BAA10416,ComE ORF1
2728812,2730071,-1,BAA10417,
2730649,2731563,1,BAA10418,
2731560,2732774,-1,BAA10419,RNA polymerase sigma factor
2733081,2733986,1,BAA10420,heterodisulfide reductase subunit B
2734030,2734323,-1,BAA10421,
2734522,2735301,-1,BAA10422,
2735422,2735598,-1,BAA10423,
2735806,2737791,-1,BAA10424,ABC transporter
2737929,2738552,-1,BAA10425,
2738712,2738915,-1,BAA10426,
2739149,2740654,-1,BAA10427,
2740911,2741327,1,BAA10428,
2741674,2743125,-1,BAA10429,glutamyl-tRNA synthetase
2743295,2744917,1,BAA10430,
2744987,2745766,1,BAA10431,
2745934,2746161,1,BAA10432,"ferredoxin-thioredoxin reductase, variable chain"
2746288,2747334,1,BAA10433,
2747604,2748857,1,BAA10434,sensory transduction histidine kinase
2748946,2749158,1,BAA10435,
2749230,2750441,1,BAA10436,
2750577,2750816,-1,BAA10437,
2751026,2754613,1,BAA10438,5-methyltetrahydrofolate--homocysteine methyltransferase
2754850,2755086,1,BAA10439,
2755703,2759662,-1,BAA10440,
2759808,2760380,-1,BAA10441,
2760435,2760632,1,BAA10442,
2760689,2762029,-1,BAA10443,
2762114,2762953,-1,BAA10444,
2763170,2763733,1,BAA10445,
2763867,2765252,1,BAA10446,
2765554,2768766,1,BAA10447,"endo-1,4-beta-glucanase"
2769125,2770633,1,BAA10448,ferredoxin--nitrite reductase
2770857,2771306,1,BAA10449,cyanate lyase
2771322,2772494,1,BAA10450,molybdopterin biosynthesis; MoeA
2772470,2773453,1,BAA10451,molybdenum cofactor biosynthesis protein A
2773454,2774497,1,BAA10452,molybdenum cofactor biosynthesis protein C
2774481,2774726,1,BAA10453,
2774732,2775169,1,BAA10454,"molybdopterin (MPT) converting factor, subunit 2"
2775324,2775608,1,BAA10455,
2775767,2777296,1,BAA10456,
2777447,2778946,1,BAA10457,Mg-protoporphyrin IX monomethyl ester oxidative cyclase 66 kD subunit
2779510,2781033,1,BAA10458,photosystem II CP47 protein
2781403,2784447,1,BAA10459,
2784503,2785855,1,BAA10460,
2785941,2786717,1,BAA10461,
2786798,2788417,1,BAA10462,
2788450,2790246,1,BAA10463,
2791074,2791526,1,BAA10464,putative endonuclease
2791688,2793001,1,BAA10465,7-keto-8-aminopelargonic acid synthetase
2793159,2793920,1,BAA10466,methionine aminopeptidase
2793926,2794381,1,BAA10467,
2794431,2794880,1,BAA10468,
2794938,2795375,-1,BAA10469,aspartate 1-decarboxylase
2795426,2796400,-1,BAA10470,2-ketoacid dehydrogenase; malate dehydrogenase; lactate dehydrogenase
2796438,2796656,-1,BAA10471,
2797039,2797425,1,BAA10472,
2797422,2798006,1,BAA10473,peptidyl-tRNA hydrolase
2798072,2798410,1,BAA10474,
2798613,2799473,1,BAA10475,
2799650,2801014,1,BAA10476,periplasmic binding protein of ABC transporter for natural amino acids
2801140,2803035,-1,BAA10477,
2803366,2804283,-1,BAA10478,methionine aminopeptidase
2804228,2804584,-1,BAA10479,"ferredoxin-thioredoxin reductase, catalytic chain"
2804655,2805692,-1,BAA10480,
2805608,2806114,-1,BAA10481,
2806082,2807059,1,BAA10482,
2807211,2808932,-1,BAA10483,flavoprotein
2809055,2809804,-1,BAA10484,
2810100,2811593,1,BAA10485,
2811628,2812290,-1,BAA10486,
2812385,2812720,-1,BAA10487,
2812914,2813636,-1,BAA10488,
2813654,2814655,-1,BAA10489,
2815069,2815509,1,BAA10490,
2815567,2816013,-1,BAA10491,
2816066,2816320,-1,BAA10492,
2816517,2816960,1,BAA10493,
2816991,2817110,-1,BAA10494,
